grain_R,grain_asp
38.810787,3.1716719
13.380593,1.1396163
21.26019,1.8624201
26.65548,2.286333
20.096432,1.6241552
35.850746,2.9278994
6.507299,0.68743116
20.66153,1.7784002
19.81421,1.6592156
13.911075,1.2948195
12.246443,1.2718917
25.15242,1.9532794
16.060543,1.4800247
29.386333,2.4287677
22.12534,1.9530898
32.927425,2.70418
11.359261,1.0268974
16.023394,1.4672394
17.345667,1.4961401
19.463034,1.6523246
16.822187,1.5267938
16.592493,1.5731689
24.400799,1.974048
10.915637,1.090147
15.673823,1.3736112
28.540691,2.1999357
17.764515,1.5563052
32.152496,2.3993626
21.412779,1.8925865
17.03288,1.4158009
7.5709496,0.7991842
14.061967,1.1680975
10.981816,1.1581558
26.966179,2.192189
19.358011,1.5174484
13.90565,1.1920829
11.5854645,1.1442252
30.95596,2.254156
20.311016,2.001769
7.465895,0.70229983
14.226998,1.4201888
13.5032625,1.28435
13.851959,1.3230594
15.489137,1.3239183
20.281303,1.6458033
18.12334,1.4370024
27.381353,2.4457047
23.597977,1.8064018
17.870348,1.6848449
8.287726,0.7557036
19.485752,1.7446996
11.633014,1.0697993
18.912872,1.8767945
27.271923,2.3428867
24.099255,2.047657
10.99425,1.1826214
13.103826,1.1590415
17.491985,1.5063189
7.78428,0.8088349
16.826643,1.274574
13.634124,1.201438
26.714455,2.2133634
15.060193,1.3856255
11.517829,1.1981257
23.943024,1.9655632
14.074531,1.1954577
30.344803,2.3557065
13.18855,1.26836
9.118987,0.9333866
44.81083,3.561183
6.4181957,0.82901084
14.993716,1.4840623
28.834808,2.658163
11.939656,1.1429807
10.4865265,1.0213836
18.823639,1.6497918
17.145267,1.6726956
30.75716,2.4833634
15.712476,1.5628232
22.9147,2.0969608
7.417666,0.99146354
11.848391,0.97421867
28.286495,2.2718434
39.171318,3.1713593
13.67521,1.4506806
14.755168,1.2850099
18.414795,1.6874204
20.687946,1.7615188
28.951622,2.5767186
43.516945,3.3685904
14.050822,1.301637
33.934605,2.6193292
12.384298,1.2626299
7.861549,0.8048723
31.238823,2.7211685
20.01038,1.6023852
14.994796,1.3566506
10.004458,1.1165369
19.322147,1.6007196
26.018597,2.063104
13.914524,1.2716316
9.838912,1.0977439
6.470413,0.74563766
24.724407,2.1502209
27.706926,1.9572238
16.238743,1.3494079
14.488582,1.4183012
35.91388,2.920062
61.387123,4.4562535
24.04792,2.0231802
40.413685,2.963553
9.149578,0.96918803
24.586836,1.9897531
15.558778,1.3509628
13.653439,1.1821848
25.023827,2.1806946
29.724712,2.202537
35.39602,2.9061103
10.001926,0.9029533
13.704615,1.1654539
22.852083,2.1365795
20.1541,1.8447483
25.513512,2.1917725
15.178121,1.3664303
11.935865,1.1519989
6.302204,0.6348393
4.505941,0.57618576
29.572617,2.474003
23.553509,1.9615995
13.174911,1.2707975
17.562786,1.5939958
44.43322,3.5022802
33.534164,2.7228603
16.737103,1.6162293
29.966091,2.3362677
11.562793,1.0467087
16.263565,1.4853556
14.032528,1.1667823
4.6300945,0.61763656
14.676427,1.2984698
30.394928,2.5251193
11.758346,1.2434782
22.892723,1.734682
28.536823,2.1921074
27.43046,2.463327
28.165794,2.3232965
32.566315,2.601164
16.319912,1.3452458
26.988317,2.3423066
20.867405,1.7140208
4.9750285,0.6706661
9.421449,0.9047696
43.10687,3.3288603
24.907799,2.1636176
29.893852,2.3747942
42.807205,3.252389
24.129059,1.8851573
17.151352,1.5417707
27.184566,2.188796
36.59951,3.0051117
15.309848,1.6194667
35.008106,2.7132075
18.32021,1.7842227
15.219657,1.5362284
36.134087,2.914633
11.304251,0.9976395
29.09431,2.364335
9.203272,0.8762927
54.680435,4.2824874
20.458084,2.0145185
29.330528,2.319759
13.452497,1.2634566
24.014263,1.8655504
21.465801,1.6847962
23.363924,1.7314731
7.0118403,0.7798592
24.178448,1.9224149
20.630665,1.774425
30.98072,2.6182854
8.423892,0.81189513
17.923388,1.627189
17.663519,1.4955508
31.10213,2.4399204
3.6470695,0.4989975
21.202732,1.7319735
42.9028,3.4526567
9.234783,0.8831558
17.194567,1.6393324
21.270351,1.7019445
25.34769,2.0965934
18.2443,1.5900587
12.323045,1.1608449
26.640804,2.3584585
15.703406,1.3881223
32.784462,2.5696864
21.524887,2.0174022
19.035881,1.5890471
14.920695,1.4149511
33.839737,2.738281
22.742249,1.9593041
17.810858,1.5194955
24.953854,2.0267434
32.19438,2.6932333
24.779114,1.8290037
38.9495,2.8836095
29.961224,2.4274187
38.972412,3.0058653
12.131775,1.1200417
25.712307,2.1034012
12.241216,1.287242
32.083992,2.5518532
12.234134,1.1289932
31.546684,2.6647074
21.824146,1.6652102
13.805639,1.1053103
13.157724,1.0809346
10.785134,1.0260588
5.8923554,0.7254349
41.5585,2.9623365
14.907386,1.4200007
15.903263,1.4262197
14.355603,1.2026578
26.551495,2.14571
10.473093,1.1022401
13.4924965,1.2104776
10.670894,1.1997709
19.139168,1.6752309
20.27554,1.8031005
9.823459,0.9993997
41.539825,3.2598429
9.087769,0.99539274
26.845528,2.0851097
17.070026,1.4397047
20.565937,1.765388
14.396209,1.3662977
14.983516,1.4827243
9.845529,0.98325515
25.628086,2.0715933
24.994476,2.1761599
12.061702,1.0241457
21.789387,1.9528557
22.350471,1.8063091
35.266735,2.668936
13.111171,1.1850915
18.554443,1.6224389
13.886666,1.3527399
9.654304,1.0416303
21.441889,1.835111
20.00188,1.8347605
15.36607,1.40686
15.93112,1.3880919
20.780796,1.7842513
4.3947115,0.6452402
31.403797,2.8761
14.017117,1.3529192
9.911302,1.0285984
29.449911,2.2356746
19.499859,1.7568153
17.909021,1.5118685
26.621044,2.1459186
7.835212,0.7698099
12.106885,1.2523692
20.317516,1.7663411
23.268505,2.2715282
13.90618,1.2907524
3.5260062,0.43395168
19.313438,1.713777
34.07486,2.891307
9.718852,1.0879738
24.668705,2.0658393
7.397018,0.77900904
12.313898,1.2119809
28.88552,2.3573554
19.642448,1.7243185
15.3482485,1.4209402
