grain_R,grain_asp
24.259819,0.9701748
26.004395,1.0222251
25.221329,0.9209871
34.252415,1.399701
24.228775,0.7515366
33.127182,1.2682499
27.245888,0.84561443
36.908257,1.647657
28.142899,1.0312859
36.853436,1.6755761
35.57672,1.1574031
23.679441,0.9200301
30.54253,1.2065637
40.10239,1.6380577
31.272179,1.0202533
29.466854,1.1248603
30.273266,1.1073921
32.379307,1.277139
31.170624,1.210575
26.198502,0.8306248
35.897015,1.0471905
32.82212,0.9881762
39.98968,1.6410987
21.148743,0.85790515
25.311039,0.8724252
27.456654,1.2077518
29.817945,1.0028175
30.346096,1.2078831
36.43457,1.3671156
28.397404,0.9810883
27.746368,0.989264
32.91649,1.4233884
28.395918,0.9602319
42.926163,1.6351835
27.712639,0.9368683
31.470253,1.2814621
35.41048,1.7364174
21.794838,0.5587976
32.95358,1.1620182
38.7449,1.6359006
22.743526,0.7580035
25.019033,0.8858346
29.934553,1.1334308
24.738503,0.9587308
34.88469,1.3070953
33.701508,1.3524938
41.633427,1.8873478
41.552334,1.698101
41.474785,1.5839019
34.000828,1.5706831
29.647339,1.3033321
27.856283,1.0360394
30.692791,1.1814846
21.443525,0.93644255
32.66374,1.5202506
25.062662,0.85503185
28.621801,1.0874735
36.214172,1.7365454
35.95558,1.5410993
24.750113,0.9138881
27.800877,0.83299863
33.256977,1.4892963
23.66613,1.066694
29.61853,1.1042247
25.388199,1.0675222
29.185234,1.1028422
36.70041,1.4778376
28.275364,1.2288245
30.1227,0.92052746
29.0873,0.842451
33.489365,1.4114463
22.030478,0.8944158
33.164837,1.2556525
30.629631,1.3115121
33.16998,1.227902
30.137794,1.3250672
35.376762,1.1245263
31.226906,1.3314584
41.867744,1.6540331
38.23264,1.9407171
35.948093,1.710535
36.78226,1.7760638
43.606472,1.4798356
37.597668,1.5002068
32.163315,1.2085035
39.145195,1.4979581
32.368256,1.2306182
25.804222,0.9820175
24.516102,0.9170555
37.917744,1.4510113
25.340189,0.9165782
