grain_R,grain_asp
9.070115,0.91122484
12.344127,0.48418307
8.578415,0.59672856
15.09155,0.51258004
25.806122,0.43770257
17.78756,0.64515805
15.372459,0.80471087
12.862542,1.1879666
21.964848,0.47955903
35.81822,0.29330602
4.2951818,1.0831752
19.117752,0.55827963
16.372288,0.5599873
27.182566,0.5185391
14.608413,1.1015468
5.734843,2.0734453
32.723896,0.4385058
20.929785,0.4230593
14.666862,0.33805832
14.245142,0.17976826
6.243947,1.1459459
33.783722,0.6230489
9.9367895,1.0896987
18.22498,0.2555204
10.995542,0.69992304
8.519041,0.57889473
32.97542,0.4070402
25.333855,0.28526548
39.4397,0.28449377
18.600872,0.9829452
17.464462,0.9960232
17.02176,0.4113814
12.696721,0.47679985
4.598249,1.1446846
28.445807,0.48261598
26.232117,0.64609706
34.80921,0.3286361
16.860788,0.4072236
17.82367,0.3792956
21.409431,0.16930237
25.67442,0.5440886
23.732178,0.5823021
22.686392,0.4002084
12.973678,0.8276664
11.075563,0.77573645
33.339214,0.46581993
29.630024,0.402631
16.33828,0.33736768
6.9044633,0.9590429
35.724903,0.31637388
13.512343,1.0610893
25.344673,0.31863886
28.061768,0.42138124
23.53691,0.30171692
26.35257,0.35597628
38.72212,0.3455234
24.964613,0.31637818
15.296372,1.2914063
13.4201,0.2880579
12.745466,0.82725155
34.003742,0.24670023
49.650547,0.36832803
13.381213,0.56504047
28.568825,0.612113
6.7187533,1.1709803
18.705116,0.5715482
8.616845,2.031027
11.428626,1.5076181
6.228235,0.94287395
29.543076,0.6149125
6.7632294,0.6611111
32.16497,0.54209876
18.114466,0.5052078
37.172367,0.32956812
55.100002,0.4585454
15.3652,1.1856881
32.074196,0.42587286
24.2168,0.5125196
16.069885,0.43821344
21.19302,0.2664118
29.489433,0.24239019
16.182262,0.40902084
7.024155,0.7637285
30.418818,0.42794022
37.639187,0.35080394
25.672497,0.5503291
20.07088,0.5496025
21.404274,0.4748684
29.624302,0.45835632
29.718483,0.36755556
27.454243,0.28736678
20.578346,0.6419668
20.391932,0.5371591
25.258835,0.22524726
25.274738,0.41013053
12.0198145,0.5603894
21.352318,0.5931705
22.491482,0.5411408
10.977056,0.65021324
36.36076,0.49239495
21.99778,1.0604726
34.227398,0.36178982
10.3152895,1.7089953
8.039929,1.2706258
15.065377,1.0210017
17.300076,0.3602293
13.4373045,1.1121365
24.841854,0.3919936
22.70893,0.28551447
23.284206,0.5044875
48.153645,0.45269194
40.813457,0.39497402
10.451228,1.1747223
16.7566,0.6767076
24.719833,0.62235236
7.071777,0.48453078
28.326,0.3306392
32.66175,0.20255806
36.939335,0.48373616
7.8927436,0.6721574
14.037091,0.599056
11.190327,0.58597934
17.491413,0.43089935
10.876973,0.9611716
28.004845,0.4871297
7.190355,0.5696378
42.984344,0.41340593
16.000252,0.27471405
22.583302,0.41974282
10.275928,0.22632363
11.464425,1.035828
19.360052,0.20745765
30.551163,0.96503246
23.83257,0.8094151
27.271126,0.38883528
48.208286,0.23373044
24.831179,0.3934557
23.546314,0.35567024
8.683436,1.3536676
24.390522,0.34897965
23.018719,0.59037924
36.80132,0.39807633
19.3991,0.68768346
50.16918,0.31152558
13.61349,0.5753721
29.647789,0.26383364
19.17771,0.4399025
10.376084,0.397883
40.761932,0.26076812
16.395329,0.5202831
35.981434,0.2581542
15.223095,1.4412409
12.46822,0.8746289
44.49997,0.28171167
23.824451,0.49199864
26.810902,0.3580347
38.480587,0.51217985
21.870512,0.3143859
8.817395,0.38617083
17.551577,0.35131288
54.9483,0.33484945
18.274097,0.5103841
12.55503,0.9718009
27.455141,0.71687007
23.115578,0.44782013
43.686756,0.36650655
33.4054,0.1370714
12.13024,1.0870043
16.992596,0.691888
10.276786,0.672889
14.725814,0.5998018
38.42611,0.2821199
30.20774,0.34364587
6.952669,1.2204107
39.366837,0.3943415
27.093143,0.56792533
45.65642,0.37491736
20.688694,0.18534285
50.548203,0.4474651
38.38522,0.14277574
16.173498,0.41392866
16.885937,0.411849
15.070649,1.3473033
16.070045,1.42922
15.189217,1.6400428
30.658895,0.34715986
32.46944,0.43682146
11.772492,1.0060025
31.179293,0.7727791
15.686206,0.3637844
12.104363,0.36698917
28.8527,0.21803203
22.044456,0.4635643
39.129696,0.26680633
54.41538,0.24960554
37.72187,0.30972764
9.900725,1.9818746
9.505136,0.57907975
11.096017,1.9896146
8.128531,0.7824601
9.919227,0.97312605
18.136969,0.6378658
34.28692,0.3453178
22.132923,0.23362803
4.46012,1.2414415
29.031487,0.46603775
10.684127,0.9062722
44.119434,0.33291993
13.609427,0.35538825
10.586232,1.3502241
17.368423,0.5183767
17.692553,0.51225483
18.108103,1.1161422
25.478973,0.24917232
18.274837,0.34208643
21.928947,0.61584747
20.498966,0.31763902
35.575237,0.46991575
25.699707,0.6756165
9.547755,2.147244
11.135959,0.43924668
13.936975,0.96182334
40.439407,0.299552
16.978231,0.50115836
28.877163,0.74926996
10.588006,1.2929782
20.342789,0.6520915
29.537643,0.40787593
25.120848,0.21614802
47.306023,0.37544778
29.808504,0.40889895
18.593105,0.39309752
14.41741,0.7983427
16.30827,0.39566624
7.7448473,1.2345768
19.825613,0.45180315
11.973556,1.1089833
16.489494,0.69362307
22.763103,0.28507242
12.776062,0.97514474
36.672085,0.45155144
6.7856255,1.0197034
18.115532,0.7799784
19.83139,0.43563145
16.000826,0.7555351
37.314793,0.62142503
26.407299,0.35805285
44.92634,0.36705777
20.996521,0.679932
10.269752,1.6069367
28.744398,0.27526852
27.601143,0.6628381
15.316215,1.0819606
11.435063,1.5872426
31.936035,0.44137383
5.844482,1.6795279
35.753498,0.25501096
6.4079876,1.7374831
5.774038,1.2025594
12.027314,0.79353666
57.49668,0.27542093
29.944275,0.501315
15.511239,0.45250076
28.843065,0.3755334
12.381951,0.9055064
16.915249,0.8738228
10.453422,1.4961184
23.574146,0.3469004
39.14612,0.30401078
26.343918,0.26678336
43.220478,0.29838434
42.604862,0.5097469
20.289043,0.30686548
23.566189,0.25991315
39.042877,0.3297105
9.532554,0.70003986
21.463541,0.54550934
27.028051,0.6348442
25.869131,0.72259593
14.539556,0.4291852
5.473225,1.7323102
40.30222,0.29630032
9.549645,0.83956194
54.059772,0.3722035
32.156536,0.3481175
14.519395,0.8743198
22.278357,0.42017236
42.092224,0.4019897
14.437454,0.5855701
29.53759,0.30881736
15.392343,0.49289516
6.3754334,0.8870851
63.69569,0.3874922
17.065147,0.67347264
27.377844,0.61995256
19.096457,0.3858344
21.952023,0.4762002
28.387531,0.68262815
32.918064,0.45021403
36.3884,0.40955004
15.6307535,1.0818461
18.68095,0.28186572
11.047088,0.8203238
24.989758,0.45242375
12.743971,1.11294
30.048172,0.45984206
20.465694,0.3918905
26.485706,0.9655243
27.068554,0.27925754
17.752483,0.46964556
17.572514,0.486661
19.978872,0.526582
22.96109,0.2029841
19.231934,0.28523025
9.226353,0.69480073
14.16825,1.1660486
8.3007765,0.54473543
18.57706,0.4974929
40.26324,0.42495248
7.082398,0.6628896
20.978855,0.38090745
20.406853,0.68285537
8.091836,1.389831
14.916691,0.31017816
37.40015,0.3133429
17.011774,0.4174495
27.594051,0.51463884
23.70279,0.6280389
8.931617,0.80605495
20.286095,0.4345554
40.267796,0.3346605
27.980333,0.5010084
20.950233,0.41704568
25.669067,0.4082545
43.396477,0.3914105
24.690643,0.44202852
16.472622,0.7173704
19.237572,1.0165362
20.714638,0.43381917
27.37252,0.28293774
11.613524,1.1612726
51.67091,0.37529397
46.64613,0.35252768
32.079784,0.3272886
28.448631,0.31828365
28.567726,0.3967555
13.917163,0.982373
11.274206,0.3631781
5.0156684,1.0579587
3.1743708,0.8812338
21.216763,0.6372466
21.596943,0.47080958
12.397679,1.6305226
42.045902,0.5197978
12.440742,0.91757524
45.935925,0.37758854
21.750515,0.47177202
18.561506,0.5499723
57.057316,0.3310967
18.750372,0.35552716
13.346018,0.43257692
6.3597536,0.8533007
12.679318,1.1291844
24.842915,0.5127773
15.96752,0.3560916
24.859161,0.55641127
31.054825,0.5715761
11.265032,1.086235
17.409328,0.62113965
25.707033,0.15290126
32.05188,0.48133913
8.622167,1.5394847
25.53756,0.36093965
13.842944,0.79017925
10.709736,1.1980251
29.252739,0.3119944
13.768998,0.51899695
20.259941,0.25902718
5.91411,1.5769259
13.680666,0.35426816
16.281197,1.1498523
10.237733,1.4909879
21.89583,0.33700794
24.920387,0.31945357
53.225136,0.24053624
17.902119,0.47503415
9.344718,1.2084688
19.698364,0.46606532
21.06686,0.35515833
18.87054,0.88493645
3.528818,1.0524546
12.813596,0.47791287
25.301947,0.3911369
16.16191,0.41216776
19.014294,0.59314287
8.570565,0.41563067
25.679192,0.46874171
22.288765,0.28431287
9.081231,0.88158405
11.544136,0.79112554
5.7931457,1.8080841
25.47615,0.49289733
10.497016,0.5690608
11.45043,1.0788982
10.929576,0.8599826
12.862409,1.6565591
36.48923,0.45008865
32.07474,0.3143266
31.264318,0.39628866
30.923721,0.4501098
17.569561,0.4373093
23.289326,0.31124064
17.699184,0.89063525
12.853774,0.23103575
35.403095,0.33447415
13.153245,0.52155733
9.2549715,0.9194993
26.248985,0.3168191
7.4044623,0.8254341
12.882586,0.6504159
33.997906,0.4305411
24.451712,0.4137112
19.361115,0.9382031
5.8058476,0.80861807
20.04456,0.8257544
14.444089,0.43039355
36.005863,0.4037374
14.198495,0.4938378
20.370525,0.75451624
14.653218,0.47211727
23.256924,0.2843856
15.210906,0.4057602
6.8663664,1.7937521
51.17367,0.4407769
13.655177,1.4539171
