grain_R,grain_asp
-206.81744,-178.47495
-238.66475,-206.03413
-232.83838,-201.15997
-238.10742,-205.48016
-228.90099,-197.57898
-206.50485,-178.36548
-248.41739,-214.53352
-195.3108,-168.56339
-224.37463,-193.45802
-195.82626,-169.07475
-209.80867,-181.0728
-210.0159,-181.26085
-215.03326,-185.69138
-232.95311,-201.10608
-214.54787,-185.27483
-223.10484,-192.74313
-237.04782,-204.506
-280.78033,-242.38531
-228.83678,-197.54758
-193.76434,-167.39694
-212.0175,-183.22046
-255.63766,-220.68057
-193.76854,-167.3948
-235.35371,-203.20288
-226.68019,-195.8447
-230.59521,-199.23428
-172.52145,-149.16066
-236.45787,-204.2458
-211.23181,-182.57584
-218.42531,-188.5136
-212.99968,-183.67746
-199.9153,-172.72353
-241.74031,-208.86186
-218.84908,-188.73303
-239.87962,-206.93794
-188.82256,-162.92905
-217.93808,-188.38599
-207.24203,-179.05531
-226.80667,-195.83664
-262.1011,-226.36855
-250.49133,-216.2811
-220.87524,-190.70694
-168.34189,-145.0157
-204.90091,-176.96645
-240.50931,-207.79303
-186.3493,-160.75764
-276.62146,-238.92764
-181.64313,-156.89162
-211.4454,-182.4083
-229.20085,-197.85985
-249.5873,-215.37953
-229.77695,-198.35379
-206.20903,-178.01808
-227.08621,-196.0774
-232.17703,-200.56522
-200.71642,-173.5527
-219.74341,-189.87866
-222.54762,-192.12224
-192.83519,-166.70639
-249.79535,-215.94113
-219.65263,-189.51361
-213.7899,-184.54268
-180.05864,-155.6208
-193.01465,-166.60966
-234.81876,-202.78783
-176.74498,-152.7551
-211.90338,-183.01158
-230.15442,-198.72102
-270.51166,-233.71394
-235.43318,-203.3579
-216.22984,-186.69052
-243.98654,-210.69144
-220.13205,-190.10568
-202.81335,-175.0941
-208.25424,-179.97882
-208.54805,-180.13641
-231.64938,-200.3028
-228.76192,-197.48874
-175.51312,-151.43254
-242.34769,-209.24007
-233.78604,-201.75365
-219.31456,-189.36536
-214.42743,-185.11406
-205.77124,-177.69539
-219.28127,-189.38507
-269.1027,-232.66801
-191.99821,-165.87729
-235.3198,-203.18991
-210.59865,-181.97873
-254.90538,-220.16827
-228.97116,-197.7194
-247.88573,-214.10576
-261.7337,-226.04005
-262.8537,-226.80057
-235.04726,-202.85854
-178.87753,-154.51506
-208.51747,-180.15909
-247.31145,-213.42017
-203.35098,-175.64467
-245.81618,-212.20746
-247.36482,-213.35825
-234.79034,-202.56982
-238.24805,-205.72136
-232.56812,-200.90154
-238.67754,-206.2392
-236.00603,-204.1576
-262.39423,-226.45117
-261.86,-226.26436
-221.18938,-191.03271
-221.66629,-191.48997
-190.48979,-164.25766
-197.89244,-170.93661
-246.51564,-213.0703
-214.43268,-185.02048
-213.30821,-184.25389
-226.63174,-195.63524
-202.26735,-174.62657
-237.35999,-205.00645
-220.49728,-190.53632
-210.2064,-181.78194
-259.46692,-224.41478
-210.15617,-181.13208
-274.10254,-236.73656
-227.243,-196.2564
-245.0662,-211.44846
-190.75296,-164.74185
-221.91052,-191.61838
-226.01411,-195.17111
-186.19714,-160.79419
-217.2247,-187.68765
-212.6668,-183.60608
-241.7134,-208.58528
-253.72653,-218.90405
-214.92732,-185.73189
-223.23634,-192.78159
-243.34874,-210.26207
-213.0539,-184.11714
-219.41803,-189.15215
-241.2211,-208.30429
-252.76302,-218.29358
-207.8718,-179.43044
-218.66646,-189.1372
-210.85115,-182.0349
-244.97617,-211.5209
-257.47638,-222.17085
-269.55634,-232.75264
-239.18214,-206.3884
-256.53293,-221.63127
-193.83006,-167.43199
-262.47235,-226.31757
-205.54045,-177.36185
-269.5941,-233.09259
-225.94427,-195.11038
-215.18013,-185.86829
-220.89166,-190.7077
-228.22693,-197.3952
-242.06967,-208.99368
-218.03726,-188.39647
-187.85347,-162.44905
-211.8485,-182.97551
-207.71223,-179.47485
-240.58243,-207.7401
-189.98256,-164.0838
-203.96892,-176.0909
-250.37808,-216.63313
-212.55042,-183.36745
-166.30032,-143.60231
-224.93439,-194.2879
-203.0237,-175.21616
-216.91278,-187.08925
-233.84982,-202.01523
-234.86058,-202.78267
-216.82347,-187.155
-213.59515,-184.62144
-238.87595,-206.43385
-237.65152,-205.33176
-226.5705,-195.78181
-197.52708,-170.5976
-269.5234,-232.8162
-247.59306,-213.83923
-229.5781,-198.50102
-218.62863,-188.60323
-174.4042,-150.52193
-257.31064,-221.98518
-206.0031,-178.10219
-225.80998,-195.06204
-239.66049,-206.89629
-255.39827,-220.82857
-254.42682,-219.7117
-195.84885,-169.25314
-219.79518,-190.10127
-178.24272,-153.8061
-206.45476,-178.18999
-249.20729,-215.29745
-214.74223,-185.16185
-221.15169,-190.81953
-194.30359,-167.70592
-210.19942,-181.45786
-224.84499,-194.14136
-241.80812,-208.5941
-172.3539,-148.83118
-188.63885,-162.76863
-196.5263,-169.44969
-238.64397,-206.13696
-220.32692,-189.91212
-239.99553,-207.39711
-217.49127,-187.65607
-219.10683,-188.84769
-251.54047,-217.14275
-237.44368,-205.01433
-191.47388,-165.59877
-228.2404,-197.25153
-223.66103,-193.08397
-235.22336,-202.97255
-195.68149,-169.19376
-208.9004,-180.03613
-218.95224,-189.08945
-221.56229,-191.45541
-196.6812,-169.72943
-187.20956,-161.62741
-246.56505,-212.9169
-208.75244,-180.09186
-270.0984,-233.42741
-211.7355,-182.68799
-239.14157,-206.67062
-245.7022,-212.42474
-165.30542,-142.69092
-210.45456,-181.87383
-255.54225,-220.25284
-222.47302,-192.01756
-216.35374,-186.7337
-209.91199,-181.35117
-201.6342,-174.17369
-200.953,-173.51752
-232.40605,-200.63597
-231.99557,-200.39938
-214.81886,-185.45737
-201.95976,-174.41293
-236.19226,-204.00697
-176.35695,-152.42935
-258.0949,-223.05235
-204.16537,-176.52867
-193.8508,-167.40285
-209.88339,-181.20042
-257.8142,-222.74515
-220.65498,-190.56247
-215.40135,-186.04652
-243.03731,-209.96994
-222.92625,-192.53838
-225.37431,-194.68188
-238.962,-206.22232
