grain_R,grain_asp
42.6742,3.082025
17.213474,2.0609896
10.010924,1.133805
22.114883,1.9260408
25.649683,1.9612949
15.009275,1.352975
26.76411,2.168531
20.242546,1.6138296
13.083189,1.4814286
37.12363,2.6162534
10.905896,1.1759031
10.383143,1.2775861
21.83562,1.9437193
23.766949,2.043614
16.042599,1.5585983
29.953863,2.1404874
14.092666,1.5819511
44.81828,3.298896
10.561242,1.1888444
15.111775,1.6053624
10.713113,1.0380849
29.156204,2.4996724
21.23196,1.9224753
10.956594,1.0946857
11.304013,1.4469349
41.432705,3.0262523
39.15569,2.6262188
10.692529,1.4002545
25.44593,2.4049094
19.608593,1.777719
25.59346,2.209523
9.883746,1.4562528
7.4251347,1.1146406
16.201946,1.9492688
27.162357,2.5947628
7.948837,0.9867767
16.898209,1.6033844
4.7291765,0.9988699
28.420532,2.5613618
30.132893,2.1195338
23.575256,2.2626288
27.53897,2.6411269
34.203003,2.9336183
16.588163,1.51542
15.568091,1.5176697
15.688667,1.5442362
24.503115,2.3293984
6.829954,0.87720484
8.732951,1.1215787
14.566199,1.4182962
6.9086924,1.1453674
25.680275,2.4428422
21.294224,2.2918832
13.465261,1.3383074
6.513282,1.0100894
14.854728,1.7821836
18.186245,1.6116368
28.917118,2.596603
41.026104,3.3726401
21.567919,2.2470737
28.988113,2.097199
21.672035,2.1491566
8.77206,1.2281094
3.5171623,0.5442538
17.829311,1.6962771
15.49849,1.4968011
17.502184,1.7884336
41.077843,2.90807
30.107082,2.2912846
16.761835,1.4556856
19.159351,1.7899812
13.976563,1.7919064
26.826859,2.2643144
15.7937,1.6086237
3.700831,0.7962472
8.595082,1.203528
48.622173,3.06371
24.561749,2.0426154
30.248648,2.2299807
35.318752,2.7865465
14.315202,1.4067688
13.046247,1.4408574
15.85058,1.5636249
21.686768,1.7722613
19.24454,1.8975278
5.650501,0.8457595
10.981278,1.2159333
8.4668045,0.85609823
45.924835,3.53392
8.218064,1.169246
9.477346,1.1602178
10.547112,1.4751859
13.969462,1.5787976
9.953583,1.5033123
8.4722595,1.0817609
6.2047048,0.6948867
35.116673,2.7569244
20.698912,1.7869384
21.263615,1.5941541
31.496754,2.7429373
22.502403,2.354586
36.54638,3.05498
15.931014,1.4012806
11.255115,1.2980808
40.425182,3.2671833
9.847072,1.4983176
10.901776,1.2221842
23.700262,2.0481143
19.889187,1.78949
20.34716,1.7251917
17.1835,1.9092704
22.482185,2.2402737
20.69175,2.121235
17.115316,1.385845
13.4014015,1.4883938
27.676077,2.0931685
12.152252,1.1470382
9.556071,0.96695805
12.208582,1.6906644
6.101142,0.92991644
16.426765,1.9089301
5.0650377,0.83078927
48.42555,3.9393463
23.291773,1.8371946
24.36943,2.0145347
25.49899,1.880182
20.407993,2.1696393
21.658913,1.769714
5.553377,0.7666782
12.986795,1.5694983
9.838856,1.3356186
14.033128,1.7741238
23.713783,2.2618833
10.256026,1.3715818
7.1342244,1.149192
44.687298,2.8508315
14.233599,1.5700017
14.220652,1.5489839
28.341764,2.3276045
10.053483,1.260711
39.722168,2.9673877
11.744863,1.694352
32.750023,2.6974103
13.197608,1.4326737
10.358899,1.1286036
38.604496,3.0454507
15.221049,1.5374856
8.688717,1.1894081
28.108961,2.3762567
21.609306,2.0159612
13.3603735,1.2178028
4.4284697,0.860206
11.806621,1.3511746
8.774626,1.0452461
7.6517487,1.2372154
12.697751,1.6270819
27.83348,2.4937124
10.13131,1.4004806
21.409359,2.1391428
23.209255,1.9233575
23.790234,2.0833378
29.662537,2.5963452
18.82357,1.7291342
22.887074,1.8584553
26.380066,2.4441974
19.580559,1.1793401
35.63242,3.041824
32.23477,2.5886805
8.994945,1.1940364
25.10255,2.0522742
22.530262,1.8413781
13.184599,1.1818615
12.276717,1.3025146
17.870052,1.7292556
5.4870405,0.6771785
33.764767,2.5398114
26.535084,2.067026
28.500885,2.1827679
18.656178,1.7665137
26.25908,2.3149357
8.492795,1.373354
15.859723,1.6306325
18.660591,1.6141154
24.387585,2.1148539
47.254322,3.3605905
17.349382,1.5157797
43.939674,2.8724535
27.643652,2.1042345
9.138448,1.0011874
6.2644067,1.2561481
10.426408,1.3580832
6.681675,0.9708383
2.6937432,0.49956346
18.64616,1.7840257
5.6023817,0.9566991
15.104873,1.4843957
19.886284,2.0837061
15.881707,1.7197666
15.7920885,1.6702904
15.99598,1.8069539
23.586782,1.7099975
18.780504,1.7050284
11.9953785,1.6225524
27.834896,2.2055993
26.55756,2.224322
24.975426,1.9233797
3.86664,0.8582992
43.920605,3.141742
12.346547,1.2490156
