grain_R,grain_asp
17.922556,1.0396624
23.231787,1.483883
15.322185,1.0571712
17.046179,1.2464757
23.424694,1.3474392
21.50947,1.5345265
22.199045,1.6287851
16.669598,1.067624
16.88978,1.1464039
17.070028,1.0942608
24.287794,1.4978426
18.501719,1.2355423
19.127516,1.208298
23.421133,1.2928104
22.787432,1.5166638
17.251734,0.9633046
21.447134,1.4082122
18.983881,1.228543
16.814898,1.2039206
24.834146,1.5074896
21.058306,1.5412414
18.107048,1.0439994
18.865673,1.2797699
26.134148,1.6554646
17.537798,1.1039408
26.567078,1.6526088
20.852655,1.276067
17.12877,1.2375948
20.137697,1.3032094
25.528421,1.524281
19.836393,1.2626717
21.375826,1.3851287
18.136919,1.2161076
20.664053,1.2929997
22.231047,1.4093621
20.229712,1.3594782
22.880537,1.5897675
21.288004,1.509443
24.740469,1.5897604
22.8546,1.5222138
14.906214,1.0801218
22.87491,1.5911381
27.344126,1.7437897
22.27691,1.2742896
21.6784,1.2197515
24.562653,1.4486833
19.121538,1.27135
19.370764,1.2871422
17.63294,1.2517486
15.814332,0.8681395
21.050844,1.343956
23.843386,1.289718
24.30306,1.4522951
24.022528,1.5535781
22.569561,1.4386404
25.106943,1.591931
18.386988,1.2402748
28.336378,1.7106797
22.559671,1.4790008
20.02127,1.1421812
20.98458,1.2658793
22.159777,1.307003
22.014935,1.3136033
21.714487,1.3143733
22.757792,1.543726
29.092508,1.5735847
20.233675,1.3134454
23.583965,1.4399735
16.770567,0.92794603
18.017002,1.2221704
21.510103,1.3386736
20.895378,1.2766292
27.664255,1.6611651
20.205847,1.2915019
17.498384,1.1773394
18.207737,1.2513335
25.023703,1.6215833
24.60538,1.2622356
21.93868,1.2912549
21.29711,1.292589
20.008677,0.9886476
17.624655,1.105952
19.012104,1.3441544
20.703566,1.3914764
21.254744,1.4038055
15.618907,1.0593991
17.84769,1.1558415
16.93678,1.2593565
19.711315,1.2538384
19.483927,1.2584825
21.663927,1.3667023
18.99294,1.2244081
23.574903,1.4986172
20.91382,1.4301648
19.910982,1.4035213
22.91379,1.639096
23.415394,1.5081103
17.764402,1.1876743
19.29035,1.2684526
20.260275,1.2462851
24.733213,1.5098377
22.285383,1.2302704
22.822449,1.397168
17.972986,1.237411
22.089708,1.4688325
24.665813,1.5509477
20.31129,1.3440597
27.42586,1.62268
27.371346,1.4894161
20.062014,1.1358078
21.981678,1.4011881
20.896662,1.5340779
17.976389,1.2016625
22.546669,1.3662529
16.136301,1.0955833
20.83045,1.558134
20.576532,1.2783538
17.750076,1.1601822
19.273958,1.2994628
14.2721815,0.98754334
18.41236,1.2879708
18.979227,1.215974
20.868742,1.3218399
22.202463,1.3230364
23.849781,1.4345108
16.017527,1.1927049
19.340181,1.2592976
20.498419,1.4125403
18.883999,1.2296426
18.017994,1.1030684
19.067682,1.2657037
18.037777,1.0510063
16.62069,1.0385444
21.96092,1.34775
25.84309,1.6211603
19.1596,1.206567
21.512663,1.5748011
25.447498,1.5131177
18.348286,1.3330988
19.341444,1.0582472
21.386663,1.2090387
20.861141,1.2460711
18.997091,1.3102243
25.069235,1.5570005
21.682615,1.6647289
25.454954,1.5998416
19.59111,1.3635327
23.263742,1.4080663
21.23881,1.0968127
28.10361,1.5555115
20.204985,1.1402833
22.104467,1.3520013
21.389162,1.4596853
18.244566,1.1339839
24.012281,1.5705271
14.715817,0.9351163
23.694313,1.4555705
23.649042,1.5753119
18.694237,1.1292176
15.737938,0.96346366
19.339521,1.1053828
21.903624,1.3675508
25.35784,1.5322925
19.52032,1.026776
28.179312,1.52885
21.529203,1.3634048
16.35044,1.1531827
23.19797,1.4623144
26.297495,1.5249792
25.285635,1.6734619
20.287117,1.2805711
18.994898,1.21385
20.059464,1.3054607
17.57479,1.1520787
21.137148,1.3962693
20.720327,1.3989699
19.774275,1.1882577
18.365238,1.1468778
15.915248,1.0585366
25.962996,1.4914176
19.48823,1.178832
19.94481,1.2513574
26.759613,1.7098247
22.66208,1.4247993
16.827051,1.2230892
19.180769,1.1064864
17.5005,1.033886
22.366537,1.3497131
23.425943,1.3972745
19.919205,1.2627898
23.519865,1.7228587
18.76302,1.0997672
18.163202,1.0567243
21.838223,1.4170071
21.76262,1.4673846
27.067537,1.5701889
22.98105,1.3932408
20.787981,1.3964963
19.65377,1.1418391
25.66936,1.6670092
23.66433,1.6148419
25.684105,1.6604009
18.086868,1.2131572
18.185251,1.0972109
23.469011,1.4891752
21.329912,1.1990483
15.903989,1.0226675
22.68616,1.4120504
23.664839,1.3955294
20.715132,1.2615983
19.960463,1.0928355
18.798983,1.3117213
21.7361,1.2480587
27.624924,1.4555212
20.479843,1.3355386
21.237768,1.3837245
20.175241,1.011355
21.41671,1.316849
21.86146,1.5056952
16.993681,1.0979162
20.06286,1.2258687
17.700703,1.1806823
22.739565,1.4032085
21.459793,1.4231095
18.273752,1.0610633
15.270888,0.9853892
27.47124,1.6000198
22.842813,1.4582616
26.437849,1.5675123
19.130682,1.212193
23.702398,1.630791
24.083357,1.4095974
23.38375,1.4378526
17.745604,1.1657903
19.911184,1.163912
26.860472,1.7500362
23.305819,1.376718
24.233717,1.3874329
23.034761,1.3144745
21.972303,1.3972689
21.730915,1.3352222
18.273636,1.0566084
16.748219,1.146013
18.828312,1.1274319
29.35127,1.840969
19.03068,1.2245095
20.296951,1.3401182
18.178457,1.0756361
26.909899,1.2786423
13.6140995,0.9771816
19.82834,1.2040622
20.175055,1.1465099
